EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
199,41,Male,Divorced,3,Life Sciences,3,Research & Development,Manager,4,No,Travel_Frequently,10,No,2,91,857,12888,17181,13,1,4,2,1,2,3,21,7,6,7,7,4,2
200,41,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,94,933,6961,2238,21,1,3,3,1,4,4,7,5,0,1,4,2,2
201,19,Female,Single,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,No,3,79,1181,16102,1483,14,0,2,3,2,4,3,1,1,0,0,0,1,3
202,40,Female,Divorced,3,Medical,3,Research & Development,Research Scientist,2,No,Travel_Frequently,26,No,3,54,1395,8504,5605,11,1,2,3,2,1,3,20,20,7,2,13,1,2
204,35,Male,Married,5,Marketing,5,Sales,Sales Executive,3,No,Travel_Rarely,1,No,3,94,662,11439,7295,13,2,3,3,2,1,3,10,10,8,0,6,1,3
205,53,Male,Married,2,Marketing,2,Sales,Sales Representative,2,No,Travel_Rarely,6,Yes,1,34,1436,16047,2306,20,1,2,3,3,4,4,13,7,7,4,5,2,3
206,45,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,9,No,1,60,194,10901,2348,18,1,2,3,2,3,3,20,17,9,0,15,8,2
207,32,Female,Single,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Frequently,8,No,3,43,967,15589,8998,14,0,2,3,4,4,3,9,9,8,3,7,1,2
208,29,Male,Married,1,Technical Degree,1,Research & Development,Manufacturing Director,2,No,Non-Travel,1,No,3,41,1496,26283,4319,13,1,4,3,3,1,3,10,10,7,0,9,1,1
211,51,Male,Married,4,Medical,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,7,No,3,34,1169,13983,6132,17,0,2,2,3,3,3,10,1,0,0,0,2,2
214,58,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,Yes,2,75,1145,11873,3346,20,1,2,2,2,2,4,9,1,0,0,0,4,3
215,40,Male,Married,4,Marketing,4,Sales,Sales Executive,3,No,Travel_Rarely,4,No,2,67,630,8552,10855,11,1,3,2,4,1,3,15,12,11,2,11,7,2
216,34,Female,Married,4,Marketing,4,Sales,Sales Representative,1,No,Travel_Frequently,2,No,3,75,303,11314,2231,18,1,3,3,3,4,3,6,4,3,1,2,6,3
217,22,Male,Married,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,19,No,3,80,1256,11992,2323,24,2,3,3,4,1,4,2,2,2,2,2,1,6
218,27,Male,Divorced,3,Medical,3,Research & Development,Research Scientist,1,No,Non-Travel,9,No,1,57,691,5970,2024,18,1,4,3,2,4,3,6,2,2,2,2,6,1
221,28,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,21,No,1,42,440,6672,2713,11,1,3,3,4,3,3,5,5,2,0,2,1,2
223,57,Male,Divorced,2,Life Sciences,2,Research & Development,Healthcare Representative,3,No,Travel_Rarely,24,Yes,1,83,334,23402,9439,16,1,3,4,4,2,3,12,5,3,1,4,3,2
224,27,Male,Divorced,3,Medical,3,Research & Development,Research Scientist,1,No,Non-Travel,3,Yes,2,79,1450,25326,2566,15,1,3,2,3,4,3,1,1,1,0,1,1,2
226,50,Female,Single,3,Life Sciences,3,Research & Development,Manager,5,No,Travel_Rarely,11,No,3,53,1452,17053,19926,15,0,3,3,2,2,3,21,5,4,4,4,3,5
227,41,Male,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,14,No,3,56,465,4609,2451,12,1,1,3,3,1,3,13,9,8,1,8,4,2
228,30,Female,Married,3,Life Sciences,3,Sales,Sales Executive,3,No,Travel_Rarely,5,No,3,41,1339,8053,9419,12,1,2,3,4,3,3,12,10,9,7,4,2,2
230,38,Female,Single,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,1,No,4,59,702,12930,8686,22,0,1,2,4,3,4,12,8,3,0,7,4,2
231,32,Male,Single,5,Life Sciences,5,Research & Development,Research Scientist,1,No,Travel_Rarely,6,No,3,43,120,12430,3038,20,0,3,3,3,1,4,8,5,4,1,4,3,2
233,27,Male,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,17,Yes,2,51,1157,13364,3058,16,1,3,3,2,4,3,6,5,2,1,1,0,3
235,19,Female,Single,1,Technical Degree,1,Sales,Sales Representative,1,Yes,Travel_Frequently,1,No,4,100,602,20989,2325,21,0,3,1,1,1,4,1,0,0,0,0,0,5
238,36,Male,Single,2,Medical,2,Research & Development,Laboratory Technician,1,No,Travel_Frequently,3,No,2,30,1480,15062,2088,12,0,4,3,2,3,3,13,8,7,7,2,4,3
239,30,Male,Divorced,3,Medical,3,Research & Development,Laboratory Technician,2,No,Non-Travel,9,No,3,66,111,11012,3072,11,2,3,3,1,3,3,12,12,9,6,10,1,4
240,45,Female,Divorced,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,4,Yes,4,30,1268,6319,5006,11,1,3,3,1,1,3,9,5,4,0,3,4,3
241,56,Female,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,8,Yes,3,67,713,13939,4257,18,1,3,3,1,3,3,19,2,2,2,2,4,3
242,33,Male,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,4,90,134,10515,2500,14,0,3,3,4,1,3,4,3,1,0,2,0,2
243,19,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,No,2,47,303,9241,1102,22,0,2,2,4,3,4,1,1,0,1,0,1,3
244,46,Female,Divorced,2,Marketing,2,Sales,Sales Executive,3,No,Travel_Rarely,1,No,3,92,526,2137,10453,25,3,2,3,1,3,4,24,24,13,15,7,1,2
245,38,Female,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,3,75,1380,6319,2288,12,0,3,3,4,3,3,2,2,2,2,1,1,3
246,31,Female,Married,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,12,Yes,3,95,140,6984,3929,23,1,3,3,4,3,4,7,4,2,0,2,8,0
247,34,Female,Single,2,Medical,2,Research & Development,Research Scientist,1,No,Travel_Rarely,27,No,3,95,629,5711,2311,15,0,4,3,2,4,3,9,3,2,1,2,2,3
248,41,Female,Single,2,Marketing,2,Sales,Sales Representative,1,Yes,Travel_Rarely,20,Yes,2,70,1356,21728,3140,22,0,2,3,2,4,4,4,4,3,0,2,1,5
249,50,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,2,86,328,3425,3690,15,1,3,2,3,4,3,5,3,2,0,2,2,2
250,53,Female,Divorced,2,Medical,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,13,No,3,57,1084,26250,4450,11,2,4,4,1,3,3,5,4,2,1,3,1,3
252,33,Female,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,14,No,3,72,931,4673,2756,13,1,4,3,2,4,3,8,8,7,1,6,1,5
253,40,Female,Married,1,Medical,1,Research & Development,Manager,5,No,Travel_Rarely,4,No,3,46,989,6499,19033,14,1,4,3,3,2,3,21,20,8,9,9,1,2
254,55,Male,Single,4,Medical,4,Research & Development,Research Director,5,No,Travel_Rarely,14,No,3,61,692,13339,18722,11,0,3,4,2,4,3,36,24,15,2,15,8,3
256,34,Male,Married,1,Life Sciences,1,Research & Development,Manufacturing Director,2,No,Travel_Frequently,2,No,2,45,1069,14074,9547,17,0,4,2,3,3,3,10,10,9,1,9,1,2
258,51,Female,Single,3,Medical,3,Research & Development,Healthcare Representative,4,No,Travel_Rarely,3,No,3,98,313,7192,13734,18,0,4,3,2,3,3,21,7,7,1,0,3,6
259,52,Male,Married,4,Life Sciences,4,Research & Development,Manager,5,No,Travel_Rarely,1,No,3,65,699,5678,19999,14,1,3,2,3,1,3,34,33,18,11,9,0,5
260,27,Female,Single,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,2,99,894,11781,2279,16,0,4,3,2,4,3,7,7,7,0,3,1,2
261,35,Male,Married,2,Life Sciences,2,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,23,Yes,3,50,556,15497,5916,13,0,2,2,3,1,3,8,1,0,0,1,3,1
262,43,Male,Divorced,3,Medical,3,Research & Development,Research Scientist,1,No,Non-Travel,7,No,4,37,1344,5228,2089,14,3,4,4,4,4,3,7,5,4,2,2,4,3
264,45,Male,Married,2,Medical,2,Research & Development,Manager,4,No,Non-Travel,2,No,3,65,1195,20462,16792,23,1,1,2,4,4,4,22,20,8,11,8,9,1
267,37,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,21,Yes,2,65,290,22977,3564,12,1,2,4,1,1,3,8,8,7,1,7,1,3
269,35,Female,Single,3,Medical,3,Research & Development,Laboratory Technician,2,No,Travel_Frequently,2,No,3,37,138,15986,4425,11,0,2,3,2,4,3,10,6,2,1,2,5,5
270,42,Female,Divorced,2,Medical,2,Research & Development,Manufacturing Director,2,No,Non-Travel,21,No,3,36,926,16439,5265,16,1,3,3,3,2,3,11,5,3,0,2,2,5
271,38,Male,Married,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,No,3,88,1261,7259,6553,14,0,4,3,3,2,3,14,1,0,0,0,9,3
273,38,Male,Married,3,Technical Degree,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,29,No,1,54,1084,4185,6261,18,1,4,3,4,1,3,9,7,7,1,7,3,3
274,27,Male,Married,1,Technical Degree,1,Research & Development,Manufacturing Director,2,No,Travel_Frequently,1,No,3,60,472,9679,4298,19,1,3,2,1,3,3,6,2,2,2,0,5,1
275,49,Male,Divorced,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Non-Travel,18,Yes,3,92,1002,23793,6804,15,2,4,3,4,1,3,7,7,7,1,7,1,0
277,34,Male,Divorced,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Frequently,10,Yes,4,43,878,5972,3815,17,1,4,3,3,4,3,5,5,3,2,0,1,4
281,40,Male,Married,2,Medical,2,Research & Development,Laboratory Technician,2,No,Travel_Rarely,19,Yes,4,99,905,16523,2741,15,1,3,3,4,3,3,15,7,2,3,7,8,2
282,38,Male,Married,1,Medical,1,Research & Development,Healthcare Representative,2,Yes,Travel_Rarely,29,Yes,3,70,1180,11354,6673,19,0,2,3,1,2,3,17,1,0,0,0,7,2
283,29,Female,Married,3,Marketing,3,Sales,Sales Executive,3,Yes,Travel_Rarely,27,No,2,35,121,24525,7639,22,3,2,3,4,4,4,10,10,4,1,9,1,3
284,22,Male,Divorced,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,5,Yes,2,60,1136,12392,2328,16,1,4,4,2,1,3,4,4,2,2,2,1,2
286,36,Female,Single,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Frequently,18,No,3,73,635,7703,2153,13,0,2,3,4,1,3,8,8,1,1,7,1,2
287,40,Male,Married,5,Life Sciences,5,Research & Development,Healthcare Representative,2,No,Non-Travel,9,No,1,63,1151,14242,4876,14,1,4,2,4,4,3,5,3,2,0,2,9,5
288,46,Male,Divorced,4,Medical,4,Research & Development,Healthcare Representative,3,No,Travel_Rarely,1,No,3,97,644,12368,9396,16,1,4,3,1,3,3,17,4,2,0,3,7,3
291,32,Male,Married,4,Medical,4,Sales,Sales Executive,3,Yes,Travel_Rarely,4,No,2,32,1045,25812,10400,11,0,4,1,4,3,3,14,14,8,9,8,1,2
292,30,Male,Single,1,Life Sciences,1,Research & Development,Manufacturing Director,3,No,Non-Travel,1,No,3,88,829,20925,8474,22,0,3,2,3,3,4,12,11,8,5,8,1,2
293,27,Female,Single,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Frequently,20,No,3,90,1242,12916,9981,14,0,4,3,3,4,3,7,7,7,0,7,1,2
296,51,Male,Married,4,Life Sciences,4,Research & Development,Research Director,3,No,Travel_Rarely,8,No,1,81,1469,15736,12490,16,2,2,2,2,4,3,16,10,9,4,7,5,5
297,30,Female,Single,3,Technical Degree,3,Research & Development,Research Scientist,1,Yes,Travel_Rarely,3,Yes,3,88,1005,8556,2657,11,0,4,3,1,3,3,8,5,2,0,4,5,5
298,41,Female,Single,3,Life Sciences,3,Sales,Manager,3,No,Travel_Rarely,6,Yes,3,75,896,14674,13591,18,0,4,3,4,3,3,16,1,0,0,0,3,3
299,30,Female,Single,4,Marketing,4,Sales,Sales Executive,2,Yes,Travel_Frequently,26,No,2,52,334,22967,6696,15,0,3,2,1,3,3,9,6,3,0,1,5,5
300,29,Male,Single,3,Technical Degree,3,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,No,2,85,992,19757,2058,14,0,3,3,3,4,3,7,6,2,1,5,0,1
302,45,Female,Single,3,Medical,3,Sales,Sales Executive,3,No,Non-Travel,6,No,3,57,1052,16840,8865,12,0,4,2,4,4,3,23,19,7,12,8,6,2
303,54,Female,Married,3,Marketing,3,Sales,Sales Executive,2,No,Travel_Rarely,3,No,3,52,1147,17011,5940,14,1,4,3,1,4,3,16,6,2,0,5,2,4
304,36,Male,Single,2,Life Sciences,2,Research & Development,Laboratory Technician,2,No,Travel_Rarely,5,No,4,62,1396,9945,5914,16,0,4,3,2,4,3,16,13,11,3,7,8,3
305,33,Female,Married,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Rarely,4,No,3,47,147,13248,2622,21,0,3,2,2,4,4,7,3,2,1,1,6,3
306,37,Male,Divorced,3,Other,3,Research & Development,Research Director,3,No,Travel_Frequently,11,Yes,3,47,663,10056,12185,14,3,2,3,4,3,3,10,10,8,0,7,1,1
307,38,Male,Divorced,3,Life Sciences,3,Sales,Sales Executive,3,No,Travel_Rarely,3,No,2,76,119,9647,10609,12,2,1,3,3,3,3,17,16,10,5,13,0,6
308,31,Male,Married,4,Medical,4,Research & Development,Manufacturing Director,2,No,Non-Travel,1,No,3,90,979,4381,4345,12,1,3,1,3,4,3,6,5,4,1,4,0,2
309,59,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,3,No,3,70,142,8456,2177,17,1,3,2,4,1,3,7,1,0,0,0,3,6
311,37,Male,Divorced,4,Marketing,4,Sales,Sales Representative,1,No,Travel_Frequently,4,No,3,41,319,2539,2793,17,1,1,3,4,3,3,13,9,8,5,8,4,2
312,29,Female,Married,1,Medical,1,Sales,Sales Executive,3,No,Travel_Frequently,1,No,3,42,1413,6599,7918,14,1,2,3,4,4,3,11,11,10,4,1,1,5
314,35,Female,Single,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Frequently,1,No,4,92,944,9096,8789,14,0,3,3,3,1,3,10,10,7,0,8,1,3
315,29,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,18,Yes,2,86,896,14961,2389,13,0,3,2,4,3,3,4,4,3,0,1,1,3
316,52,Female,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,No,2,89,1323,3300,3212,15,0,3,2,4,2,3,6,2,2,2,2,7,3
319,42,Male,Married,2,Technical Degree,2,Research & Development,Manager,5,No,Travel_Rarely,4,No,3,58,532,4933,19232,11,0,3,3,4,4,3,22,22,17,11,15,1,3
321,59,Male,Married,2,Medical,2,Human Resources,Human Resources,1,No,Travel_Rarely,6,No,2,52,818,25657,2267,17,0,2,3,3,4,3,7,2,2,2,2,8,2
323,50,Female,Divorced,4,Medical,4,Sales,Manager,5,No,Travel_Rarely,1,No,2,68,854,24118,19517,11,1,4,3,4,3,3,32,7,0,0,6,3,3
325,33,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,14,Yes,1,58,813,22149,2436,13,1,3,3,4,3,3,8,5,4,0,4,5,2
327,43,Female,Married,3,Marketing,3,Sales,Manager,4,No,Travel_Rarely,16,Yes,3,80,1034,7744,16064,22,1,4,3,4,3,4,22,17,13,1,9,5,3
328,33,Female,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,No,4,39,465,21509,2707,20,0,1,3,1,1,4,13,9,7,1,7,7,3
329,52,Male,Single,4,Life Sciences,4,Sales,Manager,5,No,Non-Travel,2,Yes,4,79,771,21030,19068,18,0,1,2,3,4,3,33,33,7,15,12,1,2
330,32,Female,Married,2,Life Sciences,2,Sales,Sales Representative,1,No,Travel_Rarely,4,No,3,56,1401,20990,3931,11,1,3,3,2,1,3,6,4,3,1,2,2,5
331,32,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,1,Yes,1,62,515,9571,3730,14,0,4,2,3,4,3,4,3,2,1,2,0,2
332,39,Female,Divorced,4,Medical,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,96,1431,15417,2232,14,3,3,3,3,3,3,7,3,2,1,2,7,1
333,32,Male,Married,4,Marketing,4,Sales,Sales Executive,2,No,Non-Travel,26,No,3,100,976,12069,4465,18,0,3,3,4,1,3,4,3,2,2,2,0,2
334,41,Male,Divorced,2,Life Sciences,2,Research & Development,Research Scientist,2,No,Travel_Rarely,19,No,2,36,1411,19877,3072,16,2,3,3,1,1,3,17,1,0,0,0,2,2
335,40,Male,Divorced,2,Technical Degree,2,Research & Development,Research Scientist,2,No,Travel_Rarely,24,No,3,62,1300,24447,3319,17,2,1,3,4,1,3,9,9,8,4,7,1,3
336,45,Male,Married,3,Other,3,Research & Development,Manager,5,No,Travel_Rarely,1,No,3,70,252,15970,19202,11,1,3,4,4,3,3,25,24,0,1,7,0,2
337,31,Male,Divorced,4,Medical,4,Research & Development,Research Director,3,No,Travel_Frequently,3,No,3,73,1327,13523,13675,12,1,2,3,3,1,3,9,2,2,2,2,9,3
338,33,Female,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,5,No,2,63,832,14776,2911,13,1,3,2,4,3,3,2,2,2,0,2,1,2
339,34,Male,Married,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,No,3,84,470,23687,5957,13,1,4,2,1,2,3,13,11,9,5,9,6,3
340,37,Female,Married,2,Medical,2,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,2,83,1017,18697,3920,14,1,3,2,1,1,3,17,3,1,0,2,2,2
341,45,Male,Married,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Frequently,7,No,3,77,1199,5118,6434,17,1,1,4,3,4,3,9,3,2,0,2,4,1
342,37,Male,Divorced,3,Medical,3,Research & Development,Manufacturing Director,3,Yes,Travel_Frequently,10,No,3,61,504,22573,10048,11,2,1,3,3,2,3,17,1,0,0,0,6,5
343,39,Female,Single,4,Technical Degree,4,Research & Development,Healthcare Representative,3,No,Travel_Frequently,2,No,3,64,505,6420,10938,25,0,3,3,3,4,4,20,19,6,11,8,0,1
346,29,Male,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,15,No,3,60,665,22673,2340,19,0,3,3,4,1,3,6,6,5,1,5,1,1
347,42,Female,Single,2,Life Sciences,2,Research & Development,Research Scientist,2,No,Travel_Rarely,17,Yes,3,82,916,23016,6545,13,0,4,4,1,3,3,10,3,2,0,2,3,1
349,29,Male,Divorced,2,Marketing,2,Sales,Sales Executive,2,No,Travel_Rarely,20,No,3,45,1247,10732,6931,14,1,4,3,4,4,3,10,3,2,0,2,2,2
350,25,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,No,3,62,685,7505,4898,12,2,1,3,3,4,3,5,4,2,1,2,0,3
351,42,Female,Divorced,3,Medical,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,2,Yes,3,56,269,8007,2593,11,1,4,2,1,3,3,10,9,6,7,8,0,4
352,40,Male,Divorced,2,Medical,2,Research & Development,Research Director,5,No,Travel_Rarely,2,No,3,49,1416,5949,19436,19,1,1,3,3,4,3,22,21,7,3,9,0,5
353,51,Male,Married,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,2,96,833,23231,2723,11,0,3,3,4,2,3,1,1,0,0,0,1,0
355,31,Male,Single,2,Medical,2,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,29,No,4,71,307,11652,3479,11,0,3,2,2,2,3,6,5,4,1,4,0,2
359,32,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Frequently,7,No,1,100,1311,26062,2794,20,0,2,4,2,3,4,5,5,1,0,3,1,3
361,38,Male,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Non-Travel,2,No,3,39,1327,19682,5249,18,1,4,2,4,4,3,13,8,7,7,5,3,0
362,32,Male,Single,1,Technical Degree,1,Research & Development,Laboratory Technician,2,No,Travel_Rarely,2,No,3,84,128,19737,2176,13,0,4,2,1,4,3,9,6,2,0,4,4,5
363,46,Female,Married,3,Technical Degree,3,Sales,Manager,4,No,Travel_Rarely,2,Yes,2,75,488,14977,16872,12,1,3,1,2,2,3,28,7,7,7,7,3,2
364,28,Male,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,No,1,79,529,14935,3485,11,0,1,3,3,3,3,5,0,0,0,0,2,5
366,29,Male,Married,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,2,No,3,78,1210,3687,6644,19,2,1,2,2,2,3,10,0,0,0,0,2,2
367,31,Male,Married,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,23,No,3,64,1463,14408,5582,21,1,2,2,4,2,4,10,9,0,7,8,0,2
369,25,Male,Divorced,2,Life Sciences,2,Research & Development,Healthcare Representative,2,No,Non-Travel,5,No,3,85,675,18384,4000,12,2,2,4,1,4,3,6,6,3,1,5,1,2
372,45,Male,Married,2,Medical,2,Research & Development,Healthcare Representative,4,No,Travel_Rarely,20,Yes,3,79,1385,7501,13496,14,0,3,3,4,2,3,21,20,7,4,10,0,2
373,36,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,6,No,3,47,1403,20251,3210,11,1,4,3,4,3,3,16,15,13,10,11,0,4
374,55,Male,Single,3,Medical,3,Research & Development,Manager,5,No,Travel_Rarely,1,Yes,3,81,452,18938,19045,14,0,4,3,1,3,3,37,36,10,4,13,0,2
376,47,Male,Married,4,Life Sciences,4,Research & Development,Manager,3,Yes,Non-Travel,29,Yes,2,88,666,10268,11849,12,1,1,3,2,4,3,10,10,7,9,9,1,2
377,28,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,2,94,1158,2613,2070,23,1,4,3,4,4,4,5,5,2,0,4,1,3
378,37,Male,Married,4,Medical,4,Sales,Sales Executive,2,No,Travel_Rarely,6,No,4,98,228,22825,6502,14,1,3,3,4,2,3,7,5,4,0,1,4,5
379,21,Male,Single,2,Medical,2,Research & Development,Research Scientist,1,No,Travel_Rarely,3,No,4,100,996,10531,3230,17,0,4,2,3,1,3,3,3,2,1,0,1,4
380,37,Female,Divorced,4,Medical,4,Research & Development,Research Director,3,No,Non-Travel,1,Yes,3,80,728,11677,13603,18,2,1,3,4,1,3,15,5,2,0,2,2,2
381,35,Female,Divorced,3,Life Sciences,3,Research & Development,Manager,3,No,Travel_Rarely,22,No,2,71,1315,19100,11996,18,1,2,4,2,2,3,10,7,7,6,2,7,6
382,38,Female,Divorced,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,7,Yes,3,44,322,19191,5605,24,1,1,4,1,3,4,8,8,0,7,7,1,3
384,26,Female,Divorced,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Frequently,1,No,1,84,1479,26767,6397,20,1,3,3,2,1,4,6,6,5,1,4,1,6
385,50,Male,Divorced,1,Life Sciences,1,Research & Development,Research Director,5,No,Travel_Rarely,4,No,2,96,797,15815,19144,14,2,1,3,2,1,3,28,10,4,1,6,3,4
386,53,Male,Married,4,Medical,4,Research & Development,Research Director,4,No,Travel_Rarely,3,Yes,2,45,1070,21016,17584,16,3,3,3,3,4,3,21,5,3,1,3,3,5
387,42,Male,Married,1,Life Sciences,1,Sales,Sales Executive,2,No,Travel_Rarely,1,No,3,99,635,24532,4907,25,0,2,3,3,3,4,20,20,16,11,6,1,3
388,29,Male,Single,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Frequently,2,No,2,44,442,20260,4554,18,0,2,3,4,1,3,10,10,7,0,9,1,3
389,55,Male,Married,2,Technical Degree,2,Research & Development,Laboratory Technician,2,No,Travel_Rarely,20,Yes,3,37,147,15972,5415,19,1,2,3,4,4,3,12,10,7,0,8,3,4
390,26,Male,Married,2,Medical,2,Research & Development,Healthcare Representative,2,No,Travel_Frequently,11,Yes,3,60,496,22722,4741,13,1,1,3,1,3,3,5,5,3,3,3,1,3
391,37,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,42,1372,15881,2115,12,0,4,3,4,2,3,17,17,12,5,7,1,3
392,44,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,24,Yes,1,43,920,19920,3161,22,1,4,3,3,4,4,19,1,0,0,0,3,0
393,38,Male,Divorced,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Travel_Rarely,23,No,3,82,688,18899,5745,14,1,4,3,4,2,3,10,2,2,1,2,9,2
394,26,Male,Divorced,4,Medical,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,16,Yes,3,45,1449,14180,2373,13,1,1,3,2,4,3,5,3,2,0,2,2,2
395,28,Female,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,8,No,3,66,1117,4488,3310,21,0,4,3,4,4,4,5,5,3,0,2,1,3
396,49,Female,Single,4,Life Sciences,4,Research & Development,Research Director,5,No,Travel_Frequently,10,Yes,3,35,636,25594,18665,11,0,3,3,1,4,3,22,3,2,1,2,9,4
397,36,Male,Single,3,Technical Degree,3,Research & Development,Research Scientist,2,No,Travel_Rarely,3,No,3,30,506,26285,4485,12,0,3,3,2,4,3,10,8,0,7,7,4,2
399,31,Female,Divorced,3,Marketing,3,Sales,Sales Representative,1,No,Travel_Frequently,5,No,2,84,444,3909,2789,11,1,4,3,2,3,3,2,2,2,2,2,1,5
401,26,Male,Single,4,Marketing,4,Sales,Sales Executive,2,Yes,Travel_Rarely,4,Yes,3,48,950,8450,5828,12,0,4,2,4,2,3,8,8,7,7,4,1,0
403,37,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Frequently,9,Yes,2,53,889,11411,2326,12,3,2,3,4,3,3,4,4,2,1,2,1,3
404,42,Female,Married,3,Marketing,3,Sales,Sales Executive,4,No,Travel_Frequently,26,No,4,77,555,14864,13525,14,1,3,3,2,4,3,23,20,4,4,8,5,2
405,18,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,3,No,3,54,230,25233,1420,13,0,3,3,3,3,3,0,0,0,0,0,1,2
